School,SchoolCode,Grade,Prg,Total,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice+
Buena Vista/Mann K-8,618,03,IMMS,28,14.0,7.0,4.0,1.0,0.0,2.0,0.0,0.0
Buena Vista/Mann K-8,618,04,IMMS,10,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Buena Vista/Mann K-8,618,05,IMMS,23,17.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0
Buena Vista/Mann K-8,618,06,IMMS,142,61.0,33.0,26.0,8.0,8.0,3.0,1.0,2.0
Buena Vista/Mann K-8,618,06,MM,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Buena Vista/Mann K-8,618,08,IMMS,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buena Vista/Mann K-8,618,TOTAL,ALL,833,224.0,113.0,93.0,40.0,31.0,25.0,16.0,291.0
Carmichael K-8,449,K,GEN,199,39.0,12.0,8.0,4.0,4.0,1.0,1.0,130.0
Carmichael K-8,449,K,FIL,34,8.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0
Carmichael K-8,449,01,GEN,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
Carmichael K-8,449,01,FIL,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Carmichael K-8,449,02,GEN,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
Carmichael K-8,449,02,FIL,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Carmichael K-8,449,03,GEN,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carmichael K-8,449,04,GEN,3,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Carmichael K-8,449,05,GEN,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carmichael K-8,449,06,GEN,29,11.0,4.0,7.0,2.0,2.0,1.0,0.0,2.0
Carmichael K-8,449,07,GEN,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carmichael K-8,449,08,GEN,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Carmichael K-8,449,TOTAL,ALL,281,64.0,20.0,17.0,6.0,7.0,2.0,2.0,163.0
Carmichael K-8,449,555,Franklin,100,94102.0,,,,,,,
Denman Ms,632,06,GEN,527,262.0,110.0,60.0,38.0,23.0,12.0,4.0,18.0
Denman Ms,632,06,ED,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Denman Ms,632,06,MM,7,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Denman Ms,632,06,MS,6,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
Denman Ms,632,07,GEN,4,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Denman Ms,632,07,ED,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Denman Ms,632,08,GEN,4,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Denman Ms,632,TOTAL,ALL,551,271.0,113.0,66.0,39.0,28.0,12.0,4.0,18.0
Everett Ms,529,06,GEN,407,116.0,89.0,71.0,48.0,40.0,13.0,13.0,17.0
Everett Ms,529,06,AF,7,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
Everett Ms,529,06,IMMS,168,68.0,54.0,22.0,13.0,3.0,4.0,2.0,2.0
Everett Ms,529,06,MM,4,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
Everett Ms,529,06,MS,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Everett Ms,529,06,NEWX,4,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Everett Ms,529,07,GEN,9,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
Everett Ms,529,08,GEN,5,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Everett Ms,529,08,IMMS,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Everett Ms,529,08,NEWX,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Everett Ms,529,TOTAL,ALL,610,201.0,153.0,98.0,62.0,44.0,18.0,15.0,19.0
Francisco Ms,546,06,GEN,361,164.0,77.0,50.0,28.0,14.0,8.0,5.0,15.0
Francisco Ms,546,06,ED,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Francisco Ms,546,06,MM,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Francisco Ms,546,06,NEWX,9,1.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0
Francisco Ms,546,06,SA,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Francisco Ms,546,07,GEN,3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Francisco Ms,546,07,SA,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Francisco Ms,546,08,GEN,5,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
Francisco Ms,546,TOTAL,ALL,384,169.0,84.0,53.0,30.0,17.0,8.0,6.0,17.0
Giannini Ms,404,06,GEN,1300,544.0,304.0,243.0,109.0,50.0,30.0,12.0,8.0
Giannini Ms,404,06,AF,6,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Giannini Ms,404,06,MM,17,8.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0
Giannini Ms,404,06,MS,4,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Giannini Ms,404,06,SA,5,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Giannini Ms,404,07,GEN,52,29.0,10.0,7.0,2.0,4.0,0.0,0.0,0.0
Giannini Ms,404,07,SA,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Giannini Ms,404,08,GEN,20,7.0,7.0,4.0,1.0,1.0,0.0,0.0,0.0
Giannini Ms,404,08,SA,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giannini Ms,404,TOTAL,ALL,1406,600.0,325.0,261.0,115.0,55.0,30.0,12.0,8.0
Giannini Ms,404,555,Franklin,100,94102.0,,,,,,,
Hoover Ms,607,06,GEN,1062,264.0,316.0,235.0,111.0,73.0,31.0,20.0,12.0
Hoover Ms,607,06,ED,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hoover Ms,607,06,IMMC,123,55.0,21.0,27.0,15.0,2.0,3.0,0.0,0.0
Hoover Ms,607,06,IMMS,151,91.0,35.0,14.0,9.0,1.0,0.0,0.0,1.0
Hoover Ms,607,06,MM,9,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
Hoover Ms,607,07,GEN,33,9.0,8.0,10.0,4.0,0.0,2.0,0.0,0.0
Hoover Ms,607,07,ED,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hoover Ms,607,07,IMMS,3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Hoover Ms,607,08,GEN,17,6.0,5.0,2.0,1.0,2.0,0.0,1.0,0.0
Hoover Ms,607,08,IMMC,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hoover Ms,607,TOTAL,ALL,1403,431.0,390.0,291.0,143.0,78.0,36.0,21.0,13.0
King Jr Ms,710,06,GEN,195,99.0,38.0,24.0,11.0,8.0,5.0,4.0,6.0
King Jr Ms,710,06,MM,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
King Jr Ms,710,08,GEN,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
King Jr Ms,710,TOTAL,ALL,198,101.0,39.0,24.0,11.0,8.0,5.0,4.0,6.0
Lawton K-8,676,K,GEN,1373,128.0,120.0,109.0,100.0,88.0,86.0,72.0,670.0
Lawton K-8,676,K,MS,3,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Lawton K-8,676,01,GEN,60,17.0,7.0,8.0,5.0,4.0,2.0,2.0,15.0
Lawton K-8,676,02,GEN,50,13.0,7.0,2.0,6.0,2.0,4.0,0.0,16.0
Lawton K-8,676,03,GEN,27,5.0,7.0,3.0,3.0,3.0,1.0,1.0,4.0
Lawton K-8,676,04,GEN,24,6.0,2.0,5.0,3.0,2.0,1.0,0.0,5.0
Lawton K-8,676,05,GEN,23,10.0,3.0,2.0,4.0,2.0,1.0,0.0,1.0
Lawton K-8,676,06,GEN,331,27.0,85.0,74.0,64.0,29.0,21.0,11.0,20.0
Lawton K-8,676,06,MS,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Lawton K-8,676,07,GEN,20,5.0,3.0,4.0,6.0,2.0,0.0,0.0,0.0
Lawton K-8,676,08,GEN,6,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0
Lawton K-8,676,TOTAL,ALL,1919,213.0,236.0,212.0,191.0,133.0,116.0,87.0,731.0
Lick Ms,634,06,GEN,324,68.0,78.0,71.0,34.0,29.0,16.0,6.0,22.0
Lick Ms,634,06,ED,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Lick Ms,634,06,IMMS,162,51.0,42.0,39.0,10.0,5.0,2.0,3.0,10.0
Lick Ms,634,06,MM,8,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
Lick Ms,634,07,GEN,6,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Lick Ms,634,07,ED,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Lick Ms,634,08,GEN,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Lick Ms,634,TOTAL,ALL,504,125.0,124.0,110.0,49.0,36.0,19.0,9.0,32.0
Lick Ms,634,555,Franklin,100,94102.0,,,,,,,
Marina Ms,708,06,GEN,497,129.0,144.0,78.0,44.0,31.0,20.0,15.0,36.0
Marina Ms,708,06,IMMC,41,11.0,5.0,8.0,7.0,5.0,0.0,2.0,3.0
Marina Ms,708,06,MM,7,0.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0
Marina Ms,708,06,MS,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Marina Ms,708,06,NEWX,9,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0
Marina Ms,708,07,GEN,4,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
Marina Ms,708,08,GEN,13,4.0,2.0,2.0,1.0,1.0,3.0,0.0,0.0
Marina Ms,708,08,MM,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Marina Ms,708,08,NEWX,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Marina Ms,708,TOTAL,ALL,575,147.0,156.0,97.0,56.0,37.0,24.0,18.0,40.0
Presidio Ms,778,06,GEN,1080,407.0,260.0,181.0,109.0,70.0,19.0,16.0,18.0
Presidio Ms,778,06,DH,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Presidio Ms,778,06,ED,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Presidio Ms,778,06,JPN,50,24.0,16.0,4.0,2.0,3.0,1.0,0.0,0.0
Presidio Ms,778,06,MM,14,3.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0
Presidio Ms,778,06,MS,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Presidio Ms,778,07,GEN,41,17.0,11.0,7.0,2.0,2.0,1.0,1.0,0.0
Presidio Ms,778,07,ED,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Presidio Ms,778,07,JPN,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Presidio Ms,778,08,GEN,17,6.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0
Presidio Ms,778,08,MM,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Presidio Ms,778,TOTAL,ALL,1216,468.0,299.0,199.0,117.0,76.0,22.0,17.0,18.0
Roosevelt Ms,797,06,GEN,884,249.0,279.0,149.0,92.0,44.0,35.0,20.0,16.0
Roosevelt Ms,797,06,AF,5,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Roosevelt Ms,797,06,IMMC,105,69.0,12.0,5.0,6.0,6.0,2.0,2.0,3.0
Roosevelt Ms,797,06,MM,16,7.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0
Roosevelt Ms,797,07,GEN,28,6.0,12.0,2.0,2.0,2.0,1.0,2.0,1.0
Roosevelt Ms,797,08,GEN,14,5.0,4.0,1.0,2.0,0.0,2.0,0.0,0.0
Roosevelt Ms,797,08,MM,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roosevelt Ms,797,TOTAL,ALL,1053,339.0,317.0,158.0,102.0,52.0,41.0,24.0,20.0
Visitacion Valley Ms,868,06,GEN,98,30.0,22.0,17.0,13.0,7.0,5.0,0.0,4.0
Visitacion Valley Ms,868,06,MS,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Visitacion Valley Ms,868,06,NEWX,7,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
Visitacion Valley Ms,868,08,GEN,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Visitacion Valley Ms,868,TOTAL,ALL,109,36.0,24.0,18.0,15.0,7.0,5.0,0.0,4.0
Visitacion Valley Ms,868,555,Franklin,100,94102.0,,,,,,,
Yu K-8,485,K,IMMC,1045,195.0,89.0,79.0,59.0,50.0,52.0,31.0,490.0
Yu K-8,485,01,IMMC,57,21.0,7.0,1.0,5.0,1.0,3.0,3.0,16.0
Yu K-8,485,02,IMMC,9,5.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
Yu K-8,485,03,IMMC,3,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Yu K-8,485,04,IMMC,5,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Yu K-8,485,05,IMMC,6,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
Yu K-8,485,06,IMMC,45,5.0,11.0,15.0,7.0,2.0,3.0,1.0,1.0
Yu K-8,485,07,IMMC,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yu K-8,485,08,IMMC,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Yu K-8,485,TOTAL,ALL,1172,234.0,112.0,95.0,73.0,54.0,58.0,35.0,511.0
Yu K-8,485,TOTAL,ALL,79850,13554.0,11042.0,8859.0,6327.0,4698.0,3460.0,2805.0,29105.0
