idSchool,SchoolName,Grade,Program Code,Program Name,Total Requests,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th+
537,Huerta (Dolores) ES,3,SN,SN: Spanish Immersion (Spanish Speakers),5,2,1,0,1,0,0,0,0,0,1
537,Huerta (Dolores) ES,4,SN,SN: Spanish Immersion (Spanish Speakers),7,1,2,1,1,1,0,0,0,1,0
537,Huerta (Dolores) ES,5,SN,SN: Spanish Immersion (Spanish Speakers),2,0,0,0,2,0,0,0,0,0,0
644,Jefferson ES,TK,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
644,Jefferson ES,K,AF,AF: SDC - Mild/Mod Autism Focus,16,2,6,1,4,1,1,0,1,0,0
644,Jefferson ES,1,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
644,Jefferson ES,2,AF,AF: SDC - Mild/Mod Autism Focus,1,0,1,0,0,0,0,0,0,0,0
644,Jefferson ES,3,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
644,Jefferson ES,4,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
644,Jefferson ES,5,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
644,Jefferson ES,K,GE,GE: General Education,470,30,26,50,63,69,33,37,37,19,106
644,Jefferson ES,1,GE,GE: General Education,24,2,2,3,4,4,6,1,1,0,1
644,Jefferson ES,2,GE,GE: General Education,19,2,4,3,4,3,1,2,0,0,0
644,Jefferson ES,3,GE,GE: General Education,20,3,3,2,3,5,1,1,1,1,0
644,Jefferson ES,4,GE,GE: General Education,21,3,1,2,5,4,3,2,0,0,1
644,Jefferson ES,5,GE,GE: General Education,10,1,1,1,3,3,1,0,0,0,0
757,Jordan (June) HS,9,AF,AF: SDC - Mild/Mod Autism Focus,1,0,0,1,0,0,0,0,0,0,0
757,Jordan (June) HS,10,AF,AF: SDC - Mild/Mod Autism Focus,1,0,0,0,1,0,0,0,0,0,0
757,Jordan (June) HS,11,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
757,Jordan (June) HS,12,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
757,Jordan (June) HS,9,GE,GE: General Education,222,19,39,50,39,44,8,5,5,3,10
757,Jordan (June) HS,10,GE,GE: General Education,6,0,2,0,2,0,1,0,0,0,1
757,Jordan (June) HS,11,GE,GE: General Education,0,0,0,0,0,0,0,0,0,0,0
757,Jordan (June) HS,12,GE,GE: General Education,3,0,0,1,1,1,0,0,0,0,0
757,Jordan (June) HS,9,MM,MM: SDC - Mild to Moderate,6,0,1,2,2,0,1,0,0,0,0
757,Jordan (June) HS,10,MM,MM: SDC - Mild to Moderate,0,0,0,0,0,0,0,0,0,0,0
757,Jordan (June) HS,11,MM,MM: SDC - Mild to Moderate,0,0,0,0,0,0,0,0,0,0,0
757,Jordan (June) HS,12,MM,MM: SDC - Mild to Moderate,0,0,0,0,0,0,0,0,0,0,0
757,Jordan (June) HS,9,MS,MS: SDC - Extensive Services,1,0,1,0,0,0,0,0,0,0,0
757,Jordan (June) HS,10,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
757,Jordan (June) HS,11,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
757,Jordan (June) HS,12,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
544,Key (Francis Scott) ES,TK,GE,GE: General Education,248,44,47,43,38,36,15,10,4,3,8
544,Key (Francis Scott) ES,K,GE,GE: General Education,439,71,48,44,46,44,26,30,23,19,88
544,Key (Francis Scott) ES,1,GE,GE: General Education,24,1,2,7,7,3,1,1,0,1,1
544,Key (Francis Scott) ES,2,GE,GE: General Education,13,3,2,1,0,4,1,0,1,1,0
544,Key (Francis Scott) ES,3,GE,GE: General Education,11,2,3,1,3,1,1,0,0,0,0
544,Key (Francis Scott) ES,4,GE,GE: General Education,19,3,3,7,4,1,0,0,1,0,0
544,Key (Francis Scott) ES,5,GE,GE: General Education,10,3,1,2,1,2,1,0,0,0,0
544,Key (Francis Scott) ES,3,MM,MM: SDC - Mild to Moderate,0,0,0,0,0,0,0,0,0,0,0
544,Key (Francis Scott) ES,4,MM,MM: SDC - Mild to Moderate,0,0,0,0,0,0,0,0,0,0,0
544,Key (Francis Scott) ES,5,MM,MM: SDC - Mild to Moderate,0,0,0,0,0,0,0,0,0,0,0
544,Key (Francis Scott) ES,K,MS,MS: SDC - Extensive Services,2,0,0,1,0,0,1,0,0,0,0
544,Key (Francis Scott) ES,1,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
544,Key (Francis Scott) ES,2,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
544,Key (Francis Scott) ES,3,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
544,Key (Francis Scott) ES,4,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
544,Key (Francis Scott) ES,5,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
838,King (Thomas Starr) ES,TK,GE,GE: General Education,89,18,3,16,18,7,4,5,4,2,12
838,King (Thomas Starr) ES,K,GE,GE: General Education,67,3,11,8,10,11,4,4,2,0,14
838,King (Thomas Starr) ES,1,GE,GE: General Education,1,0,1,0,0,0,0,0,0,0,0
838,King (Thomas Starr) ES,2,GE,GE: General Education,2,1,1,0,0,0,0,0,0,0,0
838,King (Thomas Starr) ES,3,GE,GE: General Education,2,0,0,1,0,0,0,0,0,0,1
838,King (Thomas Starr) ES,4,GE,GE: General Education,1,1,0,0,0,0,0,0,0,0,0
838,King (Thomas Starr) ES,5,GE,GE: General Education,0,0,0,0,0,0,0,0,0,0,0
838,King (Thomas Starr) ES,K,ME,ME: Mandarin Immersion (Non-Native),86,24,16,10,1,3,4,7,7,0,14
838,King (Thomas Starr) ES,1,ME,ME: Mandarin Immersion (Non-Native),4,1,2,0,1,0,0,0,0,0,0
838,King (Thomas Starr) ES,K,MN,MN: Mandarin Immersion (Mandarin Speakers),60,30,13,6,2,5,1,0,0,1,2
838,King (Thomas Starr) ES,1,MN,MN: Mandarin Immersion (Mandarin Speakers),0,0,0,0,0,0,0,0,0,0,0
838,King (Thomas Starr) ES,2,MN,MN: Mandarin Immersion (Mandarin Speakers),0,0,0,0,0,0,0,0,0,0,0
838,King (Thomas Starr) ES,3,MN,MN: Mandarin Immersion (Mandarin Speakers),1,1,0,0,0,0,0,0,0,0,0
838,King (Thomas Starr) ES,4,MN,MN: Mandarin Immersion (Mandarin Speakers),1,0,0,1,0,0,0,0,0,0,0
838,King (Thomas Starr) ES,5,MN,MN: Mandarin Immersion (Mandarin Speakers),0,0,0,0,0,0,0,0,0,0,0
838,King (Thomas Starr) ES,K,SA,SA: SDC - Extensive Services Autism Focus,5,2,0,0,1,1,1,0,0,0,0
838,King (Thomas Starr) ES,1,SA,SA: SDC - Extensive Services Autism Focus,0,0,0,0,0,0,0,0,0,0,0
838,King (Thomas Starr) ES,2,SA,SA: SDC - Extensive Services Autism Focus,0,0,0,0,0,0,0,0,0,0,0
838,King (Thomas Starr) ES,3,SA,SA: SDC - Extensive Services Autism Focus,0,0,0,0,0,0,0,0,0,0,0
838,King (Thomas Starr) ES,4,SA,SA: SDC - Extensive Services Autism Focus,0,0,0,0,0,0,0,0,0,0,0
838,King (Thomas Starr) ES,5,SA,SA: SDC - Extensive Services Autism Focus,0,0,0,0,0,0,0,0,0,0,0
710,King Jr (Dr Martin L) MS,6,GE,GE: General Education,228,78,44,42,24,23,5,2,1,0,9
710,King Jr (Dr Martin L) MS,7,GE,GE: General Education,2,1,0,0,0,0,0,0,0,0,1
710,King Jr (Dr Martin L) MS,8,GE,GE: General Education,4,1,0,1,1,0,0,0,1,0,0
710,King Jr (Dr Martin L) MS,6,MM,MM: SDC - Mild to Moderate,5,1,1,1,1,0,1,0,0,0,0
710,King Jr (Dr Martin L) MS,7,MM,MM: SDC - Mild to Moderate,0,0,0,0,0,0,0,0,0,0,0
710,King Jr (Dr Martin L) MS,8,MM,MM: SDC - Mild to Moderate,0,0,0,0,0,0,0,0,0,0,0
664,Lafayette ES,TK,AO,AO: SDC - Auditory/Oral,0,0,0,0,0,0,0,0,0,0,0
664,Lafayette ES,K,AO,AO: SDC - Auditory/Oral,0,0,0,0,0,0,0,0,0,0,0
664,Lafayette ES,1,AO,AO: SDC - Auditory/Oral,0,0,0,0,0,0,0,0,0,0,0
664,Lafayette ES,2,AO,AO: SDC - Auditory/Oral,0,0,0,0,0,0,0,0,0,0,0
664,Lafayette ES,3,AO,AO: SDC - Auditory/Oral,0,0,0,0,0,0,0,0,0,0,0
664,Lafayette ES,4,AO,AO: SDC - Auditory/Oral,0,0,0,0,0,0,0,0,0,0,0
664,Lafayette ES,5,AO,AO: SDC - Auditory/Oral,0,0,0,0,0,0,0,0,0,0,0
664,Lafayette ES,K,GE,GE: General Education,420,65,33,42,55,47,28,18,22,18,92
664,Lafayette ES,1,GE,GE: General Education,13,3,2,1,3,1,1,1,0,1,0
664,Lafayette ES,2,GE,GE: General Education,13,3,3,2,1,3,0,0,0,0,1
664,Lafayette ES,3,GE,GE: General Education,17,5,3,0,6,0,0,1,0,0,2
664,Lafayette ES,4,GE,GE: General Education,11,1,2,2,2,1,1,1,0,0,1
664,Lafayette ES,5,GE,GE: General Education,3,1,1,0,0,0,0,1,0,0,0
670,Lakeshore ES,TK,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
670,Lakeshore ES,K,AF,AF: SDC - Mild/Mod Autism Focus,20,8,5,3,0,1,3,0,0,0,0
670,Lakeshore ES,1,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
670,Lakeshore ES,2,AF,AF: SDC - Mild/Mod Autism Focus,1,0,0,1,0,0,0,0,0,0,0
670,Lakeshore ES,3,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
670,Lakeshore ES,4,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
670,Lakeshore ES,5,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
670,Lakeshore ES,TK,GE,GE: General Education,204,30,27,31,21,33,22,18,7,5,10
670,Lakeshore ES,K,GE,GE: General Education,308,33,13,20,33,44,29,15,20,9,92
670,Lakeshore ES,1,GE,GE: General Education,8,1,3,0,0,0,0,0,1,2,1
670,Lakeshore ES,2,GE,GE: General Education,10,4,0,2,2,1,0,0,0,0,1
670,Lakeshore ES,3,GE,GE: General Education,5,1,1,0,0,1,1,0,0,0,1
670,Lakeshore ES,4,GE,GE: General Education,8,2,2,0,1,1,0,0,0,1,1
670,Lakeshore ES,5,GE,GE: General Education,3,0,2,0,0,1,0,0,0,0,0
490,Lau (Gordon J) ES,K,CB,CB: Cantonese Biliteracy,104,63,15,5,5,5,2,2,1,1,5
490,Lau (Gordon J) ES,1,CB,CB: Cantonese Biliteracy,2,1,1,0,0,0,0,0,0,0,0
490,Lau (Gordon J) ES,2,CB,CB: Cantonese Biliteracy,2,1,0,0,1,0,0,0,0,0,0
490,Lau (Gordon J) ES,3,CB,CB: Cantonese Biliteracy,1,0,1,0,0,0,0,0,0,0,0
490,Lau (Gordon J) ES,4,CB,CB: Cantonese Biliteracy,2,2,0,0,0,0,0,0,0,0,0
490,Lau (Gordon J) ES,5,CB,CB: Cantonese Biliteracy,4,4,0,0,0,0,0,0,0,0,0
490,Lau (Gordon J) ES,TK,GE,GE: General Education,89,24,31,8,7,4,4,2,1,4,4
490,Lau (Gordon J) ES,K,GE,GE: General Education,188,40,69,15,14,17,7,5,3,2,16
490,Lau (Gordon J) ES,1,GE,GE: General Education,6,1,2,1,0,0,0,0,0,0,2
490,Lau (Gordon J) ES,2,GE,GE: General Education,3,1,2,0,0,0,0,0,0,0,0
490,Lau (Gordon J) ES,3,GE,GE: General Education,3,2,0,0,0,0,0,1,0,0,0
490,Lau (Gordon J) ES,4,GE,GE: General Education,6,1,2,1,1,0,0,0,0,0,1
490,Lau (Gordon J) ES,5,GE,GE: General Education,5,0,5,0,0,0,0,0,0,0,0
676,Lawton K-8,TK,GE,GE: General Education,0,0,0,0,0,0,0,0,0,0,0
676,Lawton K-8,K,GE,GE: General Education,757,122,104,112,101,77,56,44,24,30,87
676,Lawton K-8,1,GE,GE: General Education,60,24,8,7,6,9,3,1,1,0,1
676,Lawton K-8,2,GE,GE: General Education,43,8,11,9,9,0,3,1,1,0,1
676,Lawton K-8,3,GE,GE: General Education,37,17,5,6,4,2,1,0,2,0,0
676,Lawton K-8,4,GE,GE: General Education,41,16,11,1,5,3,1,1,1,0,2
676,Lawton K-8,5,GE,GE: General Education,29,14,8,3,2,1,0,0,0,0,1
676,Lawton K-8,6,GE,GE: General Education,736,52,190,149,157,127,36,16,6,0,3
676,Lawton K-8,7,GE,GE: General Education,26,4,11,4,6,1,0,0,0,0,0
676,Lawton K-8,8,GE,GE: General Education,19,4,5,4,3,3,0,0,0,0,0
676,Lawton K-8,K,MS,MS: SDC - Extensive Services,3,2,1,0,0,0,0,0,0,0,0
676,Lawton K-8,1,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
676,Lawton K-8,2,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
676,Lawton K-8,3,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
676,Lawton K-8,4,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
676,Lawton K-8,5,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
676,Lawton K-8,6,MS,MS: SDC - Extensive Services,4,0,2,2,0,0,0,0,0,0,0
676,Lawton K-8,7,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
676,Lawton K-8,8,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
476,Lee (Edwin and Anita) Newcomer ES,K,NC,NC: Chinese Newcomer,1,0,0,0,1,0,0,0,0,0,0
476,Lee (Edwin and Anita) Newcomer ES,1,NC,NC: Chinese Newcomer,0,0,0,0,0,0,0,0,0,0,0
476,Lee (Edwin and Anita) Newcomer ES,2,NC,NC: Chinese Newcomer,0,0,0,0,0,0,0,0,0,0,0
476,Lee (Edwin and Anita) Newcomer ES,3,NC,NC: Chinese Newcomer,0,0,0,0,0,0,0,0,0,0,0
476,Lee (Edwin and Anita) Newcomer ES,4,NC,NC: Chinese Newcomer,0,0,0,0,0,0,0,0,0,0,0
476,Lee (Edwin and Anita) Newcomer ES,5,NC,NC: Chinese Newcomer,0,0,0,0,0,0,0,0,0,0,0
634,Lick (James) MS,6,ED,ED: SDC - SOAR,1,1,0,0,0,0,0,0,0,0,0
634,Lick (James) MS,7,ED,ED: SDC - SOAR,0,0,0,0,0,0,0,0,0,0,0
634,Lick (James) MS,8,ED,ED: SDC - SOAR,0,0,0,0,0,0,0,0,0,0,0
634,Lick (James) MS,6,GE,GE: General Education,383,84,93,69,47,44,20,9,6,4,7
634,Lick (James) MS,7,GE,GE: General Education,10,0,5,0,0,3,0,0,1,0,1
634,Lick (James) MS,8,GE,GE: General Education,3,0,1,0,1,0,0,0,1,0,0
634,Lick (James) MS,6,MM,MM: SDC - Mild to Moderate,4,1,1,0,1,1,0,0,0,0,0
634,Lick (James) MS,7,MM,MM: SDC - Mild to Moderate,1,0,0,0,0,0,1,0,0,0,0
634,Lick (James) MS,8,MM,MM: SDC - Mild to Moderate,1,0,1,0,0,0,0,0,0,0,0
634,Lick (James) MS,6,SN,SN: Spanish Immersion (Spanish Speakers),168,62,51,29,9,8,5,1,3,0,0
634,Lick (James) MS,7,SN,SN: Spanish Immersion (Spanish Speakers),1,1,0,0,0,0,0,0,0,0,0
634,Lick (James) MS,8,SN,SN: Spanish Immersion (Spanish Speakers),2,2,0,0,0,0,0,0,0,0,0
479,Lilienthal (Claire) K-8,K,GE,GE: General Education,585,188,98,84,51,39,35,19,12,10,49
479,Lilienthal (Claire) K-8,1,GE,GE: General Education,35,15,3,4,3,2,3,2,1,1,1
479,Lilienthal (Claire) K-8,2,GE,GE: General Education,35,14,8,7,0,1,2,1,1,0,1
479,Lilienthal (Claire) K-8,3,GE,GE: General Education,30,16,5,4,2,2,0,1,0,0,0
479,Lilienthal (Claire) K-8,4,GE,GE: General Education,26,18,4,3,1,0,0,0,0,0,0
479,Lilienthal (Claire) K-8,5,GE,GE: General Education,25,16,3,2,3,0,0,0,0,0,1
479,Lilienthal (Claire) K-8,6,GE,GE: General Education,402,51,75,87,68,63,24,15,9,5,5
479,Lilienthal (Claire) K-8,7,GE,GE: General Education,18,5,2,5,1,4,1,0,0,0,0
479,Lilienthal (Claire) K-8,8,GE,GE: General Education,16,6,2,4,2,2,0,0,0,0,0
479,Lilienthal (Claire) K-8,K,KE,KE: Korean Immersion (Non-Native),107,28,18,14,8,4,7,2,2,3,21
479,Lilienthal (Claire) K-8,1,KE,KE: Korean Immersion (Non-Native),9,5,2,1,1,0,0,0,0,0,0
479,Lilienthal (Claire) K-8,K,KN,KN: Korean Immersion (Korean Speakers),10,9,1,0,0,0,0,0,0,0,0
479,Lilienthal (Claire) K-8,1,KN,KN: Korean Immersion (Korean Speakers),2,1,1,0,0,0,0,0,0,0,0
479,Lilienthal (Claire) K-8,2,KN,KN: Korean Immersion (Korean Speakers),0,0,0,0,0,0,0,0,0,0,0
479,Lilienthal (Claire) K-8,3,KN,KN: Korean Immersion (Korean Speakers),0,0,0,0,0,0,0,0,0,0,0
479,Lilienthal (Claire) K-8,4,KN,KN: Korean Immersion (Korean Speakers),0,0,0,0,0,0,0,0,0,0,0
479,Lilienthal (Claire) K-8,5,KN,KN: Korean Immersion (Korean Speakers),0,0,0,0,0,0,0,0,0,0,0
479,Lilienthal (Claire) K-8,6,KN,KN: Korean Immersion (Korean Speakers),0,0,0,0,0,0,0,0,0,0,0
479,Lilienthal (Claire) K-8,7,KN,KN: Korean Immersion (Korean Speakers),0,0,0,0,0,0,0,0,0,0,0
479,Lilienthal (Claire) K-8,8,KN,KN: Korean Immersion (Korean Speakers),0,0,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,9,AF,AF: SDC - Mild/Mod Autism Focus,11,3,5,2,0,0,0,0,0,1,0
405,Lincoln (Abraham) HS,10,AF,AF: SDC - Mild/Mod Autism Focus,2,1,1,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,11,AF,AF: SDC - Mild/Mod Autism Focus,1,1,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,12,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,9,ED,ED: SDC - SOAR,5,3,1,0,0,0,0,1,0,0,0
405,Lincoln (Abraham) HS,10,ED,ED: SDC - SOAR,0,0,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,11,ED,ED: SDC - SOAR,0,0,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,12,ED,ED: SDC - SOAR,0,0,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,9,GE,GE: General Education,"2,344",803,824,460,158,83,10,4,0,2,0
405,Lincoln (Abraham) HS,10,GE,GE: General Education,68,42,14,8,1,1,1,1,0,0,0
405,Lincoln (Abraham) HS,11,GE,GE: General Education,46,26,11,5,4,0,0,0,0,0,0
405,Lincoln (Abraham) HS,12,GE,GE: General Education,21,12,2,1,3,3,0,0,0,0,0
405,Lincoln (Abraham) HS,9,MM,MM: SDC - Mild to Moderate,24,6,3,7,4,3,0,0,0,0,1
405,Lincoln (Abraham) HS,10,MM,MM: SDC - Mild to Moderate,2,0,2,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,11,MM,MM: SDC - Mild to Moderate,1,0,1,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,12,MM,MM: SDC - Mild to Moderate,0,0,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,9,MS,MS: SDC - Extensive Services,6,1,3,2,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,10,MS,MS: SDC - Extensive Services,2,1,0,1,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,11,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,12,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,9,NX,NX: Newcomer Program,0,0,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,10,NX,NX: Newcomer Program,2,1,1,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,11,NX,NX: Newcomer Program,0,0,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,12,NX,NX: Newcomer Program,0,0,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,9,SA,SA: SDC - Extensive Services Autism Focus,9,0,5,3,0,0,0,1,0,0,0
405,Lincoln (Abraham) HS,10,SA,SA: SDC - Extensive Services Autism Focus,0,0,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,11,SA,SA: SDC - Extensive Services Autism Focus,0,0,0,0,0,0,0,0,0,0,0
405,Lincoln (Abraham) HS,12,SA,SA: SDC - Extensive Services Autism Focus,0,0,0,0,0,0,0,0,0,0,0
691,Longfellow ES,K,FB,FB: Filipino FLES,21,8,1,5,0,1,1,1,1,1,2
691,Longfellow ES,1,FB,FB: Filipino FLES,2,0,1,1,0,0,0,0,0,0,0
691,Longfellow ES,2,FB,FB: Filipino FLES,1,1,0,0,0,0,0,0,0,0,0
691,Longfellow ES,3,FB,FB: Filipino FLES,0,0,0,0,0,0,0,0,0,0,0
691,Longfellow ES,TK,GE,GE: General Education,48,15,8,9,4,4,3,0,1,0,4
691,Longfellow ES,K,GE,GE: General Education,75,18,14,12,7,10,2,0,1,1,10
691,Longfellow ES,1,GE,GE: General Education,4,1,0,1,0,0,1,0,0,0,1
691,Longfellow ES,2,GE,GE: General Education,3,1,1,0,0,0,1,0,0,0,0
691,Longfellow ES,3,GE,GE: General Education,0,0,0,0,0,0,0,0,0,0,0
691,Longfellow ES,4,GE,GE: General Education,2,2,0,0,0,0,0,0,0,0,0
691,Longfellow ES,5,GE,GE: General Education,1,0,1,0,0,0,0,0,0,0,0
691,Longfellow ES,K,MM,MM: SDC - Mild to Moderate,6,2,1,1,1,1,0,0,0,0,0
691,Longfellow ES,1,MM,MM: SDC - Mild to Moderate,0,0,0,0,0,0,0,0,0,0,0
691,Longfellow ES,2,MM,MM: SDC - Mild to Moderate,0,0,0,0,0,0,0,0,0,0,0
691,Longfellow ES,3,MM,MM: SDC - Mild to Moderate,1,1,0,0,0,0,0,0,0,0,0
691,Longfellow ES,4,MM,MM: SDC - Mild to Moderate,0,0,0,0,0,0,0,0,0,0,0
691,Longfellow ES,5,MM,MM: SDC - Mild to Moderate,0,0,0,0,0,0,0,0,0,0,0
691,Longfellow ES,K,SB,SB: Spanish Biliteracy,42,18,11,8,1,2,2,0,0,0,0
691,Longfellow ES,1,SB,SB: Spanish Biliteracy,1,0,1,0,0,0,0,0,0,0,0
691,Longfellow ES,2,SB,SB: Spanish Biliteracy,1,0,1,0,0,0,0,0,0,0,0
691,Longfellow ES,3,SB,SB: Spanish Biliteracy,2,1,1,0,0,0,0,0,0,0,0
691,Longfellow ES,4,SB,SB: Spanish Biliteracy,2,0,2,0,0,0,0,0,0,0,0
691,Longfellow ES,5,SB,SB: Spanish Biliteracy,1,0,1,0,0,0,0,0,0,0,0
697,Lowell HS,9,AF,AF: SDC - Mild/Mod Autism Focus,13,5,5,2,0,0,0,0,1,0,0
697,Lowell HS,10,AF,AF: SDC - Mild/Mod Autism Focus,2,1,1,0,0,0,0,0,0,0,0
697,Lowell HS,11,AF,AF: SDC - Mild/Mod Autism Focus,1,0,1,0,0,0,0,0,0,0,0
697,Lowell HS,12,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
697,Lowell HS,13,CA,SDC Transition Program (CAT),21,9,5,5,1,1,0,0,0,0,0
697,Lowell HS,9,GE,GE: General Education,"2,080","1,651",256,109,44,14,3,1,2,0,0
697,Lowell HS,10,GE,GE: General Education,0,0,0,0,0,0,0,0,0,0,0
697,Lowell HS,11,GE,GE: General Education,0,0,0,0,0,0,0,0,0,0,0
697,Lowell HS,12,GE,GE: General Education,0,0,0,0,0,0,0,0,0,0,0
697,Lowell HS,9,MM,MM: SDC - Mild to Moderate,24,13,7,2,0,1,0,0,0,0,1
697,Lowell HS,10,MM,MM: SDC - Mild to Moderate,1,1,0,0,0,0,0,0,0,0,0
697,Lowell HS,11,MM,MM: SDC - Mild to Moderate,0,0,0,0,0,0,0,0,0,0,0
697,Lowell HS,12,MM,MM: SDC - Mild to Moderate,0,0,0,0,0,0,0,0,0,0,0
697,Lowell HS,9,MS,MS: SDC - Extensive Services,7,5,1,1,0,0,0,0,0,0,0
697,Lowell HS,10,MS,MS: SDC - Extensive Services,1,1,0,0,0,0,0,0,0,0,0
697,Lowell HS,11,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
697,Lowell HS,12,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
697,Lowell HS,9,SA,SA: SDC - Extensive Services Autism Focus,10,10,0,0,0,0,0,0,0,0,0
697,Lowell HS,10,SA,SA: SDC - Extensive Services Autism Focus,1,1,0,0,0,0,0,0,0,0,0
697,Lowell HS,11,SA,SA: SDC - Extensive Services Autism Focus,0,0,0,0,0,0,0,0,0,0,0
697,Lowell HS,12,SA,SA: SDC - Extensive Services Autism Focus,0,0,0,0,0,0,0,0,0,0,0
830,Malcolm X Academy ES,TK,GE,GE: General Education,15,5,2,4,1,1,0,1,0,0,1
830,Malcolm X Academy ES,K,GE,GE: General Education,25,12,2,1,1,4,1,0,0,0,4
830,Malcolm X Academy ES,1,GE,GE: General Education,0,0,0,0,0,0,0,0,0,0,0
830,Malcolm X Academy ES,2,GE,GE: General Education,0,0,0,0,0,0,0,0,0,0,0
830,Malcolm X Academy ES,3,GE,GE: General Education,0,0,0,0,0,0,0,0,0,0,0
830,Malcolm X Academy ES,4,GE,GE: General Education,1,1,0,0,0,0,0,0,0,0,0
830,Malcolm X Academy ES,5,GE,GE: General Education,0,0,0,0,0,0,0,0,0,0,0
708,Marina MS,6,AF,AF: SDC - Mild/Mod Autism Focus,7,0,0,1,2,3,0,0,1,0,0
708,Marina MS,7,AF,AF: SDC - Mild/Mod Autism Focus,1,0,1,0,0,0,0,0,0,0,0
708,Marina MS,8,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
708,Marina MS,6,CN,CN: Cantonese Immersion (Cantonese Speakers),33,10,8,5,4,1,3,1,0,1,0
708,Marina MS,7,CN,CN: Cantonese Immersion (Cantonese Speakers),0,0,0,0,0,0,0,0,0,0,0
708,Marina MS,8,CN,CN: Cantonese Immersion (Cantonese Speakers),0,0,0,0,0,0,0,0,0,0,0
708,Marina MS,6,GE,GE: General Education,514,136,122,78,51,61,30,10,9,8,9
708,Marina MS,7,GE,GE: General Education,10,2,4,0,1,1,0,0,2,0,0
708,Marina MS,8,GE,GE: General Education,3,0,0,1,0,2,0,0,0,0,0
